doc_id,lang,source,text,text_norm,n_chars,n_tokens,page_id,title
1122636-p0,tr,wiki,"'''Bulgaristan erkek millî basketbol takımı''', Bulgaristan'ı uluslararası turnuva ve maçlarda temsil eden basketbol takımıdır. Takım, 1957 Avrupa Basketbol Şampiyonası'nda 2.,1961 Avrupa Basketbol Şampiyonası'nda 3. olmuştur. Takımı 2005'ten bu yana Bulgar koç Rosen Barçovski çalıştırmaktadır.",bulgaristan erkek millî basketbol takımı bulgaristan ı uluslararası turnuva ve maçlarda temsil eden basketbol takımıdır takım 1957 avrupa basketbol şampiyonası nda 2 1961 avrupa basketbol şampiyonası nda 3 olmuştur takımı 2005 ten bu yana bulgar koç rosen barçovski çalıştırmaktadır,295,39,1122636,Bulgaristan millî basketbol takımı
2024063-p0,tr,wiki,"'''Bulantı''' (Fransızca ''La Nausée''), Jean-Paul Sartre'ın 1938 yılında yayımlanan edebiyat alanındaki ilk yapıtıdır. Roman, 20. yüzyılın en önemli eserlerinden biri olarak kabul edilir.",bulantı fransızca la nausée jean paul sartre ın 1938 yılında yayımlanan edebiyat alanındaki ilk yapıtıdır roman 20 yüzyılın en önemli eserlerinden biri olarak kabul edilir,188,25,2024063,Bulantı (roman)
560877-p31,tr,wiki,"Eğlence amaçlı yol bisikleti için, 1980'lerde, ''tur bisikleti'' (daha yumuşak bir sürüş ve direksiyon ve denge bozukluklarına karşı daha az hassasiyet sağlamak için biraz daha uzun dingil mesafeli, düşük gidonlu bisiklet) ile birlikte, düşük gidonlu yol tarzı bisikletler standarttı. ""Yol bisikletleri"" veya günlük dilde ""yarış bisikletleri"" olarak adlandırılan bu tasarımlar, son yıllarda daha az popüler oldu. Düz gidonları ve dik oturma pozisyonu (şehir bisikletine benzeyen) ile dağ bisikleti geometrisi, yüksek performanslı alanlara taşındı ve yüksek üretim hacimleri maliyetleri önemli ölçüde düşürdü.",eğlence amaçlı yol bisikleti için 1980 lerde tur bisikleti daha yumuşak bir sürüş ve direksiyon ve denge bozukluklarına karşı daha az hassasiyet sağlamak için biraz daha uzun dingil mesafeli düşük gidonlu bisiklet ile birlikte düşük gidonlu yol tarzı bisikletler standarttı yol bisikletleri veya günlük dilde yarış bisikletleri olarak adlandırılan bu tasarımlar son yıllarda daha az popüler oldu düz gidonları ve dik oturma pozisyonu şehir bisikletine benzeyen ile dağ bisikleti geometrisi yüksek performanslı alanlara taşındı ve yüksek üretim hacimleri maliyetleri önemli ölçüde düşürdü,608,82,560877,Yarış bisikleti
4060809-p1,tr,wiki,"Tanım
''Dendrobium nareshbahadurii'', Hindistan'da keşfedilen ve sınırlı bir coğrafyada yetiştiği düşünülen küçük boyutlu bir epifitik orkide türüdür. Diğer ''Dendrobium'' türleri gibi, nemli orman habitatlarında ağaç gövdelerine tutunarak büyür. Çiçeklerinin rengi, şekli ve çiçeklenme dönemi hakkında sınırlı bilgi bulunmaktadır; ancak cinsin genel özellikleri göz önüne alındığında, türün gösterişli ve simetrik çiçeklere sahip olması muhtemeldir.",tanım dendrobium nareshbahadurii hindistan da keşfedilen ve sınırlı bir coğrafyada yetiştiği düşünülen küçük boyutlu bir epifitik orkide türüdür diğer dendrobium türleri gibi nemli orman habitatlarında ağaç gövdelerine tutunarak büyür çiçeklerinin rengi şekli ve çiçeklenme dönemi hakkında sınırlı bilgi bulunmaktadır ancak cinsin genel özellikleri göz önüne alındığında türün gösterişli ve simetrik çiçeklere sahip olması muhtemeldir,450,54,4060809,Dendrobium nareshbahadurii
897918-p4,tr,wiki,"Boudica'nın yenilmesinin ardından, lejyon birkaç farklı yere konuşlandırıldı; 66'dan 74'e kadar Glevum'da (modern Gloucester) kalan lejyon, taş bir kale inşa ederek 3. yüzyıla kadar kalacağı Isca Augusta'ya (modern Caerleon) gönderildi.",boudica nın yenilmesinin ardından lejyon birkaç farklı yere konuşlandırıldı 66 dan 74 e kadar glevum da modern gloucester kalan lejyon taş bir kale inşa ederek 3 yüzyıla kadar kalacağı isca augusta ya modern caerleon gönderildi,236,35,897918,Lejyon II Augusta
1527919-p5,tr,wiki,"Edebi Kariyeri
Abdulah Sidran, 1960’lı yılların sonlarından itibaren şiir, öykü ve denemeleriyle edebiyat dünyasında tanınmaya başladı. 1968 kuşağı olarak anılan dönemin önemli edebi figürlerinden biri haline geldi. İlk şiir kitabı ''Šahbaza'' 1970 yılında yayımlandı. Bunu ''Kost i meso'' (1976) ve ''Sarajevski tabut'' (1993) gibi eserler izledi. Özellikle savaş dönemi Saraybosna’sını konu alan ''Sarajevski tabut'', hem Bosna-Hersek içinde hem de uluslararası alanda büyük yankı uyandırdı.",edebi kariyeri abdulah sidran 1960 lı yılların sonlarından itibaren şiir öykü ve denemeleriyle edebiyat dünyasında tanınmaya başladı 1968 kuşağı olarak anılan dönemin önemli edebi figürlerinden biri haline geldi i lk şiir kitabı šahbaza 1970 yılında yayımlandı bunu kost i meso 1976 ve sarajevski tabut 1993 gibi eserler izledi özellikle savaş dönemi saraybosna sını konu alan sarajevski tabut hem bosna hersek içinde hem de uluslararası alanda büyük yankı uyandırdı,493,68,1527919,Abdulah Sidran
3305342-p0,tr,wiki,"'''''Tony Manero''''', 1978'de Santiago'da John Travolta'nın ''Saturday Night Fever'daki'' karakterine takıntılı olan 52 yaşındaki bir adam hakkında olan, Pablo Larraín'in yönetmen koltuğunda oturduğu bir Şili filmidir. 2008 Torino Film Festivali'nde büyük ödülü kazandı ve Şili'nin 81. Akademi Ödülleri'nde Yabancı Dilde En İyi Film Akademi Ödülü'ne katılımını sağlayacak filmi seçildi. 2009 yılında İstanbul Uluslararası Film Festivali'nde Altın Lale kazandı.",tony manero 1978 de santiago da john travolta nın saturday night fever daki karakterine takıntılı olan 52 yaşındaki bir adam hakkında olan pablo larraín in yönetmen koltuğunda oturduğu bir şili filmidir 2008 torino film festivali nde büyük ödülü kazandı ve şili nin 81 akademi ödülleri nde yabancı dilde en i yi film akademi ödülü ne katılımını sağlayacak filmi seçildi 2009 yılında i stanbul uluslararası film festivali nde altın lale kazandı,461,70,3305342,Tony Manero (film)
3239024-p7,tr,wiki,13 – [εδιωκον] [την] [εκκλησ]ιαν̣ [τ]ο̣υ̣ [θ]υ̣̅ κ̣[αι] –,13 εδιωκον την εκκλησ ιαν τ ο υ θ υ κ αι,57,12,3239024,Papirüs 51
3818071-p2,tr,wiki,"Yaşamı
Vincent Stochove, henüz 25 yaşındayken Bruges'deki memuriyet kariyerine başladı. 15 Mart 1630'da yanında Fauvel, Fermanet ve Boudewijn de Launay ile birlikte Paris'ten Lyon'a doğru yola çıktı. Montargis, La Charité-sur-Loire, Trevers, Moulins ve Rouane şehirlerinden geçerek 22'sinde Lyon'a vardı. Burada kısa bir süre kaldı ve 25'inde Lyon'dan Grenoble'a gittiler. Gittikleri gün, XIII. Louis, Savoy Dükü'ne savaş ilan etmişti. Bu sebeple, Susa Geçidi yerine İtalya'ya farklı bir rota kullanarak geçmek zorunda kaldı. Ertesi gün, büyük ve ünlü Grande Chartreuse'i (Kartuziyen Manastırı) ziyaret etti. 27'sinde Grenoble'dan ayrıldı ve Stochove'ın tehlikeli gözüktüğünden bahsettiği Isère Nehri'nde gemiye bindi. Avignon, Vaucluse, Cavaillon, Rians, Toulon, Nice ve Villefranche şehirlerinden geçti ve İtalya, Livorno'ya gitmek üzere Canes'te bir gemiye bindi. Nisan ayının 16'sında Savona, Genoa şehirlerinden geçti. Porto Venere'ye yaklaştığında büyük bir fırtınaya yakalandı. Fırtınanın dinmesinin ardından, birkaç saat boyunca korsanlar tarafından takip edildiler ancak denizciler güçlü bir şekilde kürek çektiğinden, korsanlardan kurtularak karaya ulaştılar. 18 Nisan'da Livorno Limanı'na vardı, sekiz gün beklemesinin ardından kırk günlük bir kalma izni aldı. Stochove'ın belirttiğine göre liman oldukça sıkışıktı zira bir gemide 25 kişi bulunuyordu ve gemi görece küçüktü. Ayın 26'sında, 2 Haziran'a kadar kalacağı Isola del Giglio'ya vardı. 4 Haziran'da Elba Adası'ndan geçerek 6 Haziran'da Livorno'ya ulaştı.",yaşamı vincent stochove henüz 25 yaşındayken bruges deki memuriyet kariyerine başladı 15 mart 1630 da yanında fauvel fermanet ve boudewijn de launay ile birlikte paris ten lyon a doğru yola çıktı montargis la charité sur loire trevers moulins ve rouane şehirlerinden geçerek 22 sinde lyon a vardı burada kısa bir süre kaldı ve 25 inde lyon dan grenoble a gittiler gittikleri gün xiii louis savoy dükü ne savaş ilan etmişti bu sebeple susa geçidi yerine i talya ya farklı bir rota kullanarak geçmek zorunda kaldı ertesi gün büyük ve ünlü grande chartreuse i kartuziyen manastırı ziyaret etti 27 sinde grenoble dan ayrıldı ve stochove ın tehlikeli gözüktüğünden bahsettiği isère nehri nde gemiye bindi avignon vaucluse cavaillon rians toulon nice ve villefranche şehirlerinden geçti ve i talya livorno ya gitmek üzere canes te bir gemiye bindi nisan ayının 16 sında savona genoa şehirlerinden geçti porto venere ye yaklaştığında büyük bir fırtınaya yakalandı fırtınanın dinmesinin ardından birkaç saat boyunca korsanlar tarafından takip edildiler ancak denizciler güçlü bir şekilde kürek çektiğinden korsanlardan kurtularak karaya ulaştılar 18 nisan da livorno limanı na vardı sekiz gün beklemesinin ardından kırk günlük bir kalma izni aldı stochove ın belirttiğine göre liman oldukça sıkışıktı zira bir gemide 25 kişi bulunuyordu ve gemi görece küçüktü ayın 26 sında 2 haziran a kadar kalacağı isola del giglio ya vardı 4 haziran da elba adası ndan geçerek 6 haziran da livorno ya ulaştı,1523,232,3818071,Vincent Stochove
977842-p6,tr,wiki,"Jagiellon Üniversitesi'nde Türkoloji çalışmaları, dünyaca ünlü Doğu bilimci ve&nbsp;Polonya'nın modern Türkolojisinin öncüsü olan Prof. Tadeusz Kowalski ile başlar. Prof. Kowalski, I. Dünya Savaşı zamanında doçent olarak Osmanlıca-Türkçe dersleri vermiştir. Aynı anda Galiçya Cephesi'nde yaralanan ve Krakov hastanesinde tedavi gören 15. Kolordu askerlerine tercüman olarak hizmet veren Prof. Kowalski, askerlerden derlediği dil materyallerini bilim çalışmalarının kaynağı olarak kullanmıştır. 1919 yılında profesörlük unvanını aldıktan sonra aynı sene Doğu Dilleri Kürsüsü'nü kurmuştur. Arapça ve Farsçanın yanı sıra Osmanlıca-Türkçe dersleri vermiştır, Karayca gibi Türk dilleri, Türk diyalektolojisi, kültürü, edebiyatı ve folkloru ile de ilgilenmiştir. İki Dünya Savaşı arasında Doğu Dilleri Kürsüsü'nde öğretim gören Doğu bilimcilerinden birçoğu sonradan çeşitli akademik merkezlerde çalışmıştır. Mesela Prof. Kowalski'nin öğrencisi ve kısa bir süre asistanı olan Ananiasz Zajączkowski, 1932 yılında Varşova Ünivesitesine geçerek oradaki Türkolojinin kurucularından biri olmuştur.",jagiellon üniversitesi nde türkoloji çalışmaları dünyaca ünlü doğu bilimci ve nbsp polonya nın modern türkolojisinin öncüsü olan prof tadeusz kowalski ile başlar prof kowalski i dünya savaşı zamanında doçent olarak osmanlıca türkçe dersleri vermiştir aynı anda galiçya cephesi nde yaralanan ve krakov hastanesinde tedavi gören 15 kolordu askerlerine tercüman olarak hizmet veren prof kowalski askerlerden derlediği dil materyallerini bilim çalışmalarının kaynağı olarak kullanmıştır 1919 yılında profesörlük unvanını aldıktan sonra aynı sene doğu dilleri kürsüsü nü kurmuştur arapça ve farsçanın yanı sıra osmanlıca türkçe dersleri vermiştır karayca gibi türk dilleri türk diyalektolojisi kültürü edebiyatı ve folkloru ile de ilgilenmiştir i ki dünya savaşı arasında doğu dilleri kürsüsü nde öğretim gören doğu bilimcilerinden birçoğu sonradan çeşitli akademik merkezlerde çalışmıştır mesela prof kowalski nin öğrencisi ve kısa bir süre asistanı olan ananiasz zajączkowski 1932 yılında varşova ünivesitesine geçerek oradaki türkolojinin kurucularından biri olmuştur,1085,140,977842,Jagiellon Üniversitesi
1603122-p0,tr,wiki,"'''Kafue''', Afrika kıtasında bulunan Zambiya devletinde bir şehirdir.",kafue afrika kıtasında bulunan zambiya devletinde bir şehirdir,70,8,1603122,Kafue
3818190-p4,tr,wiki,"Meksika Ordusuna işkence iddiaları
Los Ántrax, 26 Mayıs 2011'de güney Culiacán'daki bir mahallede devriye gezen Meksika Ordusuna ait bir filonun silahlı saldırganların bulunduğu üç araç tespit etmesiyle kamuoyunun dikkatini çekmişti. Karşılaşma bir silahlı çatışmaya yol açmıştı, ancak Meksika kuvvetleri Los Ántrax'ın üç üyesini etkisiz hâle getirmeyi başarmıştır; ayrıca bölgedeki bir güvenli evden kaçırılan üç kurbanı da kurtarmışlardır (bir kadın, ayak parmakları ve kulakları kesilmiş bir adam ve 5 yaşında bir kız çocuğu). İlk raporlar ordu tarafından öldürülen üç silahlı kişinin (Jesús Humberto Corona Guillén, Franklin Olguín Velázquez ve Pedro Valenzuela Meza) çatışma sırasında kurşun yaralarından öldüğünü belirtmesine rağmen, otopsi raporları silahlı kişilerin dövüldüğünü göstermişti ve öldürülmeden önce askerler tarafından işkenceye maruz bırakılmışlardı; her ne kadar olayın resmî açıklaması ""silahlı çatışmada öldükleri"" olsa da.",meksika ordusuna işkence iddiaları los ántrax 26 mayıs 2011 de güney culiacán daki bir mahallede devriye gezen meksika ordusuna ait bir filonun silahlı saldırganların bulunduğu üç araç tespit etmesiyle kamuoyunun dikkatini çekmişti karşılaşma bir silahlı çatışmaya yol açmıştı ancak meksika kuvvetleri los ántrax ın üç üyesini etkisiz hâle getirmeyi başarmıştır ayrıca bölgedeki bir güvenli evden kaçırılan üç kurbanı da kurtarmışlardır bir kadın ayak parmakları ve kulakları kesilmiş bir adam ve 5 yaşında bir kız çocuğu i lk raporlar ordu tarafından öldürülen üç silahlı kişinin jesús humberto corona guillén franklin olguín velázquez ve pedro valenzuela meza çatışma sırasında kurşun yaralarından öldüğünü belirtmesine rağmen otopsi raporları silahlı kişilerin dövüldüğünü göstermişti ve öldürülmeden önce askerler tarafından işkenceye maruz bırakılmışlardı her ne kadar olayın resmî açıklaması silahlı çatışmada öldükleri olsa da,948,127,3818190,Los Ántrax
2843911-p1,tr,wiki,"Arka plan ve yayınlanma
9 Mayıs'ta Cherry Bullet'ın 22 Mayıs'ta ""Really Really"" ve Love Adventure ile geri dönüş yapacağı açıklandı.",arka plan ve yayınlanma 9 mayıs ta cherry bullet ın 22 mayıs ta really really ve love adventure ile geri dönüş yapacağı açıklandı,132,23,2843911,Love Adventure
76413-p2,tr,wiki,"Sin City, yozlaşmış polisler ve çekici kadınlar, bazıları intikam ister diğerleri kefaret ya da her ikisi aynı anda. Marv (Mickey Rourke) onun tek aşkının ölümünün intikamını almak niyetindedir. Dwight (Clive Owen) çözmek için sorunları olan bir özel dedektiftir. Hartigan (Bruce Willis), şehirdeki tek dürüst polis, bir senatörün sadist oğlunun elindeki bir kızın izini takip eder.",sin city yozlaşmış polisler ve çekici kadınlar bazıları intikam ister diğerleri kefaret ya da her ikisi aynı anda marv mickey rourke onun tek aşkının ölümünün intikamını almak niyetindedir dwight clive owen çözmek için sorunları olan bir özel dedektiftir hartigan bruce willis şehirdeki tek dürüst polis bir senatörün sadist oğlunun elindeki bir kızın izini takip eder,382,55,76413,Günah Şehri (film)
3060130-p12,tr,wiki,"Dağılımı
''Selenicereus'', oymaktaki en büyük cinstir ve Orta Amerika ve Karayipler olsa da Teksas'tan Güney Amerika'ya ve Kuzeydoğu Arjantin'e kadar yerlidir. Diğer cinsler bu alanda daha sınırlı bir dağılıma sahiptir; örneğin, iki ''Aporocactus'' türü Meksika'ya özgüdür.",dağılımı selenicereus oymaktaki en büyük cinstir ve orta amerika ve karayipler olsa da teksas tan güney amerika ya ve kuzeydoğu arjantin e kadar yerlidir diğer cinsler bu alanda daha sınırlı bir dağılıma sahiptir örneğin iki aporocactus türü meksika ya özgüdür,273,40,3060130,Hylocereeae
268460-p2,tr,wiki,"Coğrafya
Kastamonu iline 144&nbsp;km, Cide ilçesine 7&nbsp;km uzaklıktadır.",coğrafya kastamonu iline 144 nbsp km cide ilçesine 7 nbsp km uzaklıktadır,75,12,268460,"Sipahi, Cide"
41888-p1,tr,wiki,"Türkiye
* Mustafapaşa, Elazığ, Elazığ ili Merkez ilçesine bağlı mahalle
* Mustafapaşa, Gebze, Kocaeli ili Gebze ilçesine bağlı mahalle
* Mustafapaşa, Kuyucak, Aydın ili Kuyucak ilçesine bağlı mahalle
* Mustafapaşa, Ürgüp, Nevşehir ili Ürgüp ilçesine bağlı belde",türkiye mustafapaşa elazığ elazığ ili merkez ilçesine bağlı mahalle mustafapaşa gebze kocaeli ili gebze ilçesine bağlı mahalle mustafapaşa kuyucak aydın ili kuyucak ilçesine bağlı mahalle mustafapaşa ürgüp nevşehir ili ürgüp ilçesine bağlı belde,261,33,41888,Mustafapaşa
8838-p4,tr,wiki,"Terminolojisi
Cinsel devrimlerden önce sadece ""queer"" gibi tuhaf anlamlara gelen sözcüklerle tanımlanan bireyler devrimlerin ardından, 20. yüzyıldan önceki dönemlerde eşcinsel bireyleri temsilen hiçbir kavramın olmaması bu bireyleri yasal güvenceden mahrum bırakmaktaydı. Bireylere çeşitli halk etimolojilerine ait rencide edici kavramlarla hitap edilmekte ve eşcinsel ilişkiler ciddi bir suç faaliyeti, toplum aleyhine bir saldırı kabul edilmekte, homofobi bir suç teşkil etmekteydi. 20. yüzyılın ortalarında, 1960'lı yılların ortalarında başlayan cinsel devrimler ve gelişen süreç eşcinsel bireylere yasal güvencede tanınma hakkı vermiştir.",terminolojisi cinsel devrimlerden önce sadece queer gibi tuhaf anlamlara gelen sözcüklerle tanımlanan bireyler devrimlerin ardından 20 yüzyıldan önceki dönemlerde eşcinsel bireyleri temsilen hiçbir kavramın olmaması bu bireyleri yasal güvenceden mahrum bırakmaktaydı bireylere çeşitli halk etimolojilerine ait rencide edici kavramlarla hitap edilmekte ve eşcinsel ilişkiler ciddi bir suç faaliyeti toplum aleyhine bir saldırı kabul edilmekte homofobi bir suç teşkil etmekteydi 20 yüzyılın ortalarında 1960 lı yılların ortalarında başlayan cinsel devrimler ve gelişen süreç eşcinsel bireylere yasal güvencede tanınma hakkı vermiştir,642,79,8838,Gey
6165-p9,tr,wiki,"Eğitim sistemi; 1953, 1969, 1970, 1974 yıllarında pek çok defa değiştirilmiştir. Okul binasının yeterli ihtiyaçları karşılayamaması üzerine Tuzla'da yeni binanın inşaatına 1977'de başlamıştır. İnşaat, 1985'te tamamlanmış ve okul Tuzla'ya taşınmıştır. Dekanlık görevini Marmara Üniversitesi Coğrafya Bölümü öğretim üyesi Prof. Dr. Cemaletin Şahin yürütmektedir.",eğitim sistemi 1953 1969 1970 1974 yıllarında pek çok defa değiştirilmiştir okul binasının yeterli ihtiyaçları karşılayamaması üzerine tuzla da yeni binanın inşaatına 1977 de başlamıştır i nşaat 1985 te tamamlanmış ve okul tuzla ya taşınmıştır dekanlık görevini marmara üniversitesi coğrafya bölümü öğretim üyesi prof dr cemaletin şahin yürütmektedir,360,48,6165,Deniz Harp Okulu
4082834-p0,tr,wiki,"'''''Cousinia ilicifolia''''', ''Cousinia'' cinsine bağlı bir bitki türüdür.",cousinia ilicifolia cousinia cinsine bağlı bir bitki türüdür,76,8,4082834,Cousinia ilicifolia
655879-p14,tr,wiki,"Dış bağlantılar
* AaB profili
* Legioner'de Andres Oper",dış bağlantılar aab profili legioner de andres oper,55,8,655879,Andres Oper
1928770-p43,tr,wiki,"Amatör astronomlardan katkılar
Keck veya Hubble gibi büyük profesyonel amaçlı teleskoplardan yapılabilecek gözlem vakti daima az rastlanan bir şey olduğu için ''Deep Impact'' bilim adamları çarpma öncesinde ve sonrasında hedefteki kuyruklu yıldızı uzun vadede gözlemlemek için küçük teleskopları kullanacak „gelişmiş düzeydeki, amatör, öğrenci ve profesyonel astronomları“ göreve çağırdı. Bu gözlemlerin amacı „uçucu gazı giderme, toz yıldız bulutu gelişimi ve toz üretim oranları, toz kuyruğu gelişimi ve püskürme faaliyetleri ve ani patlamaların“ izini sürmekti. 2007 ortalarına kadar amatör astronomlar kuyruklu yıldızın binden fazla CCD görüntüsünü sunmuştu.",amatör astronomlardan katkılar keck veya hubble gibi büyük profesyonel amaçlı teleskoplardan yapılabilecek gözlem vakti daima az rastlanan bir şey olduğu için deep impact bilim adamları çarpma öncesinde ve sonrasında hedefteki kuyruklu yıldızı uzun vadede gözlemlemek için küçük teleskopları kullanacak gelişmiş düzeydeki amatör öğrenci ve profesyonel astronomları göreve çağırdı bu gözlemlerin amacı uçucu gazı giderme toz yıldız bulutu gelişimi ve toz üretim oranları toz kuyruğu gelişimi ve püskürme faaliyetleri ve ani patlamaların izini sürmekti 2007 ortalarına kadar amatör astronomlar kuyruklu yıldızın binden fazla ccd görüntüsünü sunmuştu,662,85,1928770,Deep Impact (uzay aracı)
2980524-p4,tr,wiki,"Kategori:Kore mutfağındaki pirinç yemekleri
Kategori:Tteok
Kategori:Kekler",kategori kore mutfağındaki pirinç yemekleri kategori tteok kategori kekler,74,9,2980524,Baekseolgi
